stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
99389,900155,CASCADE AVE@CASCADE TER,0 CASCADE AVE SW & CASCADE TER SW,33.727756,-84.443485,,,,,,0
99392,900180,CASCADE AVE SW@CASCADE CIR SW,0 CASCADE AVE SW & CASCADE CIR SW,33.726752,-84.444984,,,,,,0
99394,900181,CASCADE AVE SW@EASTRIDGE RD SW,0 CASCADE & EASTRIDGE,33.725872,-84.446518,,,,,,0
99396,900182,ANDERSON AVE @ 93,93 ANDERSON & MARTIN LUTHER KING J,33.75232,-84.445906,,,,,,0
99400,900183,RALPH D ABERNATHY BLVD @ W LAKE AVE,0 RALPH DAVID ABERNATHY BLVD SW & W LAKE AVE SW,33.749722,-84.444127,,,,,,0
99402,900156,RALPH D ABERNATHY BLVD @ 1701,1701 RALPH DAVID ABERNATHY BLVD SW,33.748112,-84.44256,,,,,,0
99403,900157,RALPH D ABERNATHY BLVD @ WESTVIEW DR,0 RALPH DAVID ABERNATHY BLVD SW & WESTVIEW DR SW,33.747137,-84.441612,,,,,,0
99404,900158,RALPH D ABERNATHY BLVD @ LAUREL AVE,0 RALPH DAVID ABERNATHY BLVD SW & LAUREL AVE SW,33.745948,-84.440437,,,,,,0
99426,900163,BEECHER RD SW@SHIRLEY ST SW,0 BEECHER ST SW & SHIRLEY ST SW,33.733949,-84.453037,,,,,,0
99430,900187,BEECHER RD SW@BEECHER CIR SW,0 BEECHER & BEECHER,33.7334,-84.457216,,,,,,0
99432,900188,RALPH D ABERNATHY BLVD @ 1701,1701 RALPH DAVID ABERNATHY BLVD SW & WESTVIEW DR SW,33.748166,-84.442527,,,,,,0
99434,900189,RALPH D ABERNATH BLVD @ WESTVIEW DR SW,0 RALPH DAVID ABERNATH & WESTVIEW,33.747078,-84.441345,,,,,,0
99436,900190,RALPH D ABERNATHY BLVD @ LAUREL AVE SW,0 RALPH DAVID ABERNATH & LAUREL,33.746109,-84.440475,,,,,,0
99438,900164,RALPH D ABERNATHY BLVD @ W ONTARIO AVE SW,0 RALPH DAVID ABERNATHY BLVD SW & W ONTARIO AVE SW,33.745063,-84.439392,,,,,,0
99456,900169,BEECHER ST SW@BEECHER CT SW,0 BEECHER ST SW & BEECHER CT SW,33.733668,-84.448081,,,,,,0
99457,900170,BEECHER ST SW@KENNOLIA DR SW,0 BEECHER ST SW & KENNOLIA DR SW,33.733685,-84.448907,,,,,,0
99458,900171,BEECHER ST SW@SHIRLEY ST SW,0 BEECHER ST SW & SHIRLEY ST SW,33.733576,-84.4507,,,,,,0
99459,900195,GORDON ST SW @ ALVARADO TER SW,0 GORDON & ALVARADO,33.734448,-84.447198,,,,,,0
99460,900196,BEECHER RD SW@SHIRLEY ST SW,0 BEECHER RD SW & SHIRLEY ST SW,33.733895,-84.453113,,,,,,0
99463,900198,BEECHER RD SW@HIGHVIEW RD SW,0 BEECHER RD SW & HIGHVIEW RD SW,33.728084,-84.462341,,,,,,0
99464,900203,BEECHER RD SW@HIGHVIEW RD SW,0 BEECHER RD SW & HIGHVIEW RD SW,33.732842,-84.458111,,,,,,0
99465,900204,GORDON ST SW@ROGERS AVE SW,0 GORDON & ROGERS,33.737172,-84.446688,,,,,,0
99466,900205,BEECHER RD SW@BEECHER CIR,0 BEECHER RD SW & BEECHER CIR SW,33.733452,-84.456993,,,,,,0
99467,900206,BEECHER RD SW@RECTOR DR SW,0 BEECHER RD SW & RECTOR DR SW,33.733507,-84.456243,,,,,,0
99473,900199,AARON ST@PENELOPE RD,0 AARON ST NW & PENELOPE RD NW,33.753724,-84.451602,,,,,,0
99475,900200,ANDERSON AVE @ MARTIN LUTHER KING J D,0 ANDERSON AVE NW & MARTIN LUTHER KING JR DR SW,33.750812,-84.446151,,,,,,0
99477,900201,WESTWOOD AVE@WILLARD AVE,0 WESTWOOD AVE SW & WILLARD AVE SW,33.738503,-84.437752,,,,,,0
99479,900202,RALPH D ABERNATHY BLVD @ W ONTARIO AVE,0 RALPH DAVID ABERNATHY BLVD SW & W ONTARIO AVE SW,33.74517,-84.439664,,,,,,0
99481,900207,BEECHER RD@BEECHER CIR,0 BEECHER & BEECHER,33.730915,-84.460136,,,,,,0
99496,900208,LUCILE AVE @ RALPH D ABERNATHY BLVD,0 LUCILE AVE SW & RALPH DAVID ABERNATHY BLVD SW,33.742944,-84.437095,,,,,,0
99512,900237,HAMILTON E HOLMES DR@RENFRO DR,0 HAMILTON E HOLMES & RENFRO,33.768239,-84.47086,,,,,,0
99518,900238,GORDON ST@N OLYMPIAN WAY,0 GORDON & OLYMPIAN,33.73615,-84.446933,,,,,,0
99520,900239,WESTWOOD AVE@CASCADE AVE,0 WESTWOOD & CASCADE,33.737954,-84.435557,,,,,,0
99522,900240,DONNELLY AVE@OGLETHORPE AVE,0 DONNELLY & OGLETHORPE,33.737063,-84.433852,,,,,,0
99524,900227,MARTIN L KING JR DR SW @ 2021,2021 MARTIN LUTHER KING J,33.750228,-84.451857,,,,,,0
99532,900241,RALPH D ABERNATHY BLVD @ MARTIN L KING JR DR,0 RALPH DAVID ABERNATHY BLVD SW & MARTIN LUTHER KING JR DR SW,33.750419,-84.444998,,,,,,0
99534,900242,HARLAN RD@CHAUCER DR,0 HARLAN RD SW & CHAUCER DR SW,33.745056,-84.482927,,,,,,0
99536,900243,HARLAN RD@MARTIN LUTHER KING J DR,0 HARLAN & MARTIN LUTHER KING J,33.752464,-84.481495,,,,,,0
99538,900244,HARLAN RD@HALDANE DR,0 HARLAN RD SW & HALDANE DR SW,33.744449,-84.482034,,,,,,0
99900,900231,WEST LAKE STATION - WEST LOOP,0 ANDERSONAVE SW & PENELOPERD  NW,33.752833,-84.445389,,,,,,0
99901,900232,WEST LAKE STATION - EAST LOOP,W LAKE AVE SW & BROWNING ST SW,33.75263,-84.444719,,,,,,0
99906,900234,MARTIN LUTHER KING J DR@LARCHWOOD,0 MARTIN LUTHER KING JR DR SW & LARCHWOOD ST SW,33.750022,-84.45589,,,,,,0
99908,900245,MARTIN LUTHER KING J DR @ ANDERSON AVE,0 MARTIN LUTHER KING JR DR SW & ANDERSON AVE SW,33.750444,-84.446792,,,,,,0
99912,900247,CASCADE AVE@BEECHER ST,0 CASCADE & BEECHER,33.733199,-84.437509,,,,,,0
99916,900235,MIMS ST SW @ ALTOONA PL,0 MIMS ST SW & ALTOONA PL SW,33.749596,-84.435365,,,,,,0
99920,900236,PENELOPE RD@ABBEY ST,0 PENELOPE RD NW & ABBEY ST NW,33.753805,-84.45083,,,,,,0
100004,100004,JOSEPH E LOWERY BLVD@BECKWITH ST SW,0 JOSEPH E LOWERY BLVD & BECKWITH,33.752636,-84.417759,,,,,,0
100006,100006,JOSEPH E LOWERY BLVD@PARSONS ST SW,0 JOSEPH E LOWERY BLVD & PARSONS,33.751251,-84.417762,,,,,,0
100008,100008,JOSEPH E LOWERY BLVD@ASHBY GRV SW,0 JOSEPH E LOWERY BLVD & ASHBY,33.750144,-84.417732,,,,,,0
100010,100010,JOSEPH E LOWERY BLVD @ FAIR ST SW,0 JOSEPH E LOWERY BLVD & FAIR,33.749364,-84.417742,,,,,,0
100012,100012,JOSEPH E LOWERY BLVD@WESTVIEW DR SW,0 JOSEPH E LOWERY BLVD & WESTVIEW,33.746685,-84.417803,,,,,,0
100014,100014,JOSEPH E LOWERY BLVD@SELLS AVE SW,0 JOSEPH E LOWERY BLVD & SELLS,33.745587,-84.417784,,,,,,0
100016,100016,W END AVE SW @ ASHBY ST SW,0 END & ASHBY,33.744255,-84.416588,,,,,,0
100017,100017,W END AVE SW @ WELLBORN ST SW,0 END & WELLBORN,33.744304,-84.415499,,,,,,0
100022,100022,W END AVE SW @ ASHBY ST SW,0 END & ASHBY,33.744724,-84.417207,,,,,,0
100024,100024,JOSEPH E LOWERY BLVD @ FAIR ST SW,0 JOSEPH E LOWERY BLVD & FAIR,33.749024,-84.417337,,,,,,0
100026,100026,JOSEPH E LOWERY BLVD@PARSONS ST SW,0 JOSEPH E LOWERY BLVD & PARSONS,33.75063,-84.417277,,,,,,0
100028,100028,JOSEPH E LOWERY BLVD@BECKWITH ST SW,0 JOSEPH E LOWERY BLVD & BECKWITH,33.752027,-84.417322,,,,,,0
100030,100030,FAIR ST SW@EUHRLEE ST SW,0 ATLANTA STUDENT MOVEMENT BLVD SW & EUHRLEE ST SW,33.749264,-84.416015,,,,,,0
100032,100032,FAIR ST SW@OGDEN ST SW,0 ATLANTA STUDENT MOVEMENT BLVD SW & OGDEN ST SW,33.749236,-84.416809,,,,,,0
100035,100035,FAIR ST SW @ JOSEPH E LOWERY BLVD,0 FAIR & ASHBY,33.748924,-84.417769,,,,,,0
100036,100036,FAIR ST SW@ABBOTT ST SW,0 FAIR & ABBOTT,33.748959,-84.419167,,,,,,0
100038,100038,FAIR ST SW@AGNES JONES PL SW,0 FAIR & AGNES JONES,33.748981,-84.420273,,,,,,0
100040,100040,FAIR ST SW@JOSE ST SW,0 FAIR & JOSE,33.74892,-84.421694,,,,,,0
100042,100042,FAIR ST SW@LAWTON ST SW,0 FAIR ST SW & LAWTON ST SW,33.749088,-84.423135,,,,,,0
100043,100043,FAIR ST SW@SAINT JOSE ST SW,0 FAIR & ST JOSE,33.749272,-84.421726,,,,,,0
100044,100044,ATLANTA STUDENT MOVEMENT BLVD @ EUHRLEE ST SW,0 ATLANTA STUDENT MOVEMENT BLVD SW & EUHRLEE ST SW,33.749192,-84.416048,,,,,,0
100045,100045,FAIR ST SW@AGNES JONES PL SW,0 FAIR ST SW & AGNES JONES PL SW,33.749162,-84.420461,,,,,,0
100046,100046,JOSEPH E LOWERY BLVD@MITCHELL ST SW,0 JOSEPH E LOWERY BLVD & MITCHELL,33.753431,-84.417326,,,,,,0
100048,100048,JOSEPH E LOWERY BLVD @ MARTIN L KING JR DR,0 JOSEPH E LOWERY BLVD & MARTIN LUTHER KING J,33.754524,-84.417346,,,,,,0
100050,100050,MARTIN LUTHER KING J@CHICAMAUGA AVE,0 MARTIN LUTHER KING JR DR NW & CHICAMAUGA AVE NW,33.75369,-84.432088,,,,,,0
100052,100052,MARTIN LUTHER KING J DR SW@CERRO ST,0 MARTIN LUTHER KING JR DR NW & CERRO ST SW,33.753549,-84.429794,,,,,,0
100054,100054,MARTIN LUTHER KING J DR SW@BURBANK,0 MARTIN LUTHER KING JR DR NW & BURBANK DR NW,33.753443,-84.428174,,,,,,0
100058,100058,HOLDERNESS ST SW@FAIR ST SW,0 HOLDERNESS & FAIR,33.748933,-84.426351,,,,,,0
100060,100060,FAIR ST SW@HOLDERNESS ST SW,0 FAIR ST SW & HOLDERNESS ST SW,33.749076,-84.426353,,,,,,0
100061,100061,HOLDERNESS ST SW@WESTVIEW DR SW,0 HOLDERNESS & WESTVIEW,33.747532,-84.426611,,,,,,0
100062,100062,HOLDERNESS ST SW@WESTVIEW DR SW,0 HOLDERNESS & WESTVIEW,33.747425,-84.426987,,,,,,0
100063,100063,WESTVIEW DR SW@LANGHORN ST SW,0 WESTVIEW & LANGHORN,33.747154,-84.427994,,,,,,0
100066,100066,WESTVIEW DR SW@ATWOOD ST SW,0 WESTVIEW & ATWOOD,33.747192,-84.429146,,,,,,0
100067,100067,WESTVIEW DR SW@HOPKINS ST SW,0 WESTVIEW DR SW & HOPKINS ST SW,33.747363,-84.430916,,,,,,0
100069,100069,WESTVIEW DR SW@CHICAMAUGA AVE SW,0 WESTVIEW DR SW & CHICAMAUGA AVE SW,33.747379,-84.432101,,,,,,0
100074,100074,LUCILE AVE SW @ JOSEPH E LOWERY BLVD,0 LUCILE & ASHBY,33.742268,-84.418137,,,,,,0
100076,100076,LUCILE AVE SW @ PEEPLES ST SW,0 LUCILE & PEEPLES,33.742294,-84.420334,,,,,,0
100078,100078,LUCILE AVE SW @ LAWTON ST SW,0 LUCILE & LAWTON,33.742287,-84.422523,,,,,,0
100080,100080,LUCILE AVE SW @ LAWTON ST SW,0 LUCILE & LAWTON,33.742287,-84.423462,,,,,,0
100082,100082,LUCILE AVE SW @ DARGAN PL SW,0 LUCILE & DARGAN,33.742378,-84.425133,,,,,,0
100084,100084,LUCILE AVE SW @ HOPKINS ST SW,0 LUCILE & HOPKINS,33.74237,-84.43048,,,,,,0
100086,100086,LUCILE AVE SW @ LANGHORN ST SW,0 LUCILE & LANGHORN,33.742336,-84.432297,,,,,,0
100102,100102,LUCILE AVE SW @ ATWOOD ST SW,0 LUCILE & ATWOOD,33.742378,-84.428787,,,,,,0
100114,100114,JOSEPH E LOWERY BLVD @ SELLS AVE SW,0 JOSEPH E LOWERY BLVD & SELLS,33.745314,-84.41729,,,,,,0
100115,100115,JOSEPH E LOWERY BLVD@WESTVIEW DR SW,0 JOSEPH E LOWERY BLVD & WESTVIEW,33.74634,-84.417334,,,,,,0
100124,100124,MARTIN L KING JR DR NW @ CERRO ST SW,0 MARTIN LUTHER KING J & CERRO,33.753645,-84.42959,,,,,,0
100126,100126,MARTIN L KING JR DR NW @ BURBANK DR NW,0 MARTIN LUTHER KING JR DR NW & BURBANK DR NW,33.753515,-84.428,,,,,,0
100128,100128,MARTIN LUTHER KING J@STAFFORD ST,0 MARTIN LUTHER KING JR DR NW & STAFFORD ST SW,33.753444,-84.426522,,,,,,0
100130,100130,MARTIN L KING JR DR NW @ STAFFORD ST SW,0 MARTIN LUTHER KING JR DR NW & STAFFORD ST SW,33.753516,-84.426489,,,,,,0
100132,100132,MARTIN L KING JR DR @ MORRIS BROWN,0 MARTIN LUTHER KING JR DR NW & MORRIS BROWN DR SW,33.75384,-84.424968,,,,,,0
100134,100134,MARTIN L KING JR DR NW @ MORRIS BROWN DR SW,0 MARTIN LUTHER KING JR DR NW & MORRIS BROWN DR SW,33.753893,-84.425011,,,,,,0
100136,100136,MARTIN LUTHER KING J@HUNTER PL N,0 MARTIN LUTHER KING JR DR NW & HUNTER PL NW,33.754395,-84.423827,,,,,,0
100137,100137,MARTIN LUTHER KING J DR @ WHITEHOUSE DR,MARTIN LUTHER KING JR DR NW & WHITEHOUSE DR SW,33.754709,-84.41994,,,,,,0
100138,100138,MARTIN L KING JR DR NW @ HUNTER PL NW,0 MARTIN LUTHER KING JR DR SW & HUNTER PL NW,33.754431,-84.423892,,,,,,0
100142,100142,MARTIN L KING JR DR NW @ BOOKER ST NW,0 MARTIN LUTHER KING JR DR NW & BOOKER ST NW,33.754783,-84.420272,,,,,,0
100148,100148,MARTIN L KING JR DR NW @ CHICAMAUGA AVE NW,0 MARTIN LUTHER KING J & CHICAMAUGA,33.753823,-84.431838,,,,,,0
100150,100150,MARTIN L KING JR DR NW @ CHAPPELL RD,MARTIN LUTHER KING JR DR SW & CHAPPELL RD SW,33.753841,-84.433273,,,,,,0
100152,100152,FAIR ST@FIRST ST,0 FAIR & FIRST,33.748905,-84.425545,,,,,,0
100154,100154,FAIR ST@FIRST ST,0 FAIR ST SW & 1ST ST SW,33.749077,-84.425298,,,,,,0
100160,100160,FAIR ST@LAWTON ST,0 FAIR & LAWTON,33.748913,-84.423424,,,,,,0
100162,100162,FAIR ST@ABBOTT ST,0 FAIR & ABBOTT,33.749191,-84.419426,,,,,,0
100164,100164,MARTIN LUTHER KING J DR@OLLIE ST,0 MARTIN LUTHER KING JR DR NW & OLLIE ST NW,33.754747,-84.421316,,,,,,0
100166,100166,LUCILE AVE @ HOLDERNESS ST,0 LUCILE AVE SW & HOLDERNESS ST SW,33.742318,-84.426768,,,,,,0
100168,100168,FAIR ST SW @ JOSEPH E LOWERY BLVD,0 FAIR ST SW & JOSEPH E LOWERY BLVD SW,33.749074,-84.418167,,,,,,0
100170,100170,WESTVIEW DR SW @ WESTVIEW PL,0 WESTVIEW DR SW & WESTVIEW PL SW,33.74744,-84.434656,,,,,,0
101002,101002,W END AV SW @ LEE ST SW,0 END & LEE,33.744114,-84.414177,,,,,,0
101004,101004,LEE ST SW@NORCROSS ST SW,0 LEE & NORCROSS,33.743196,-84.414327,,,,,,0
101006,101006,LEE ST SW@NORCROSS ST SW,0 LEE & NORCROSS,33.743338,-84.413776,,,,,,0
101008,101008,W END AVE SW @ WELLBORN ST SW,0 END & WELLBORN,33.744457,-84.415237,,,,,,0
101010,101010,PETERS ST SW@HAYNES ST SW,0 PETERS & HAYNES,33.749214,-84.399712,,,,,,0
101016,101016,FAIR ST SW@WALNUT ST SW,0 ATLANTA STUDENT MOVEMENT BLVD SW & WALNUT ST SW,33.749182,-84.406514,,,,,,0
101018,101018,FAIR ST SW@VINE ST SW,0 ATLANTA STUDENT MOVEMENT BLVD SW & VINE ST SW,33.749315,-84.407764,,,,,,0
101020,101020,FAIR ST SW@ELM ST SW,0 ATLANTA STUDENT MOVEMENT BLVD SW & ELM ST SW,33.749358,-84.409504,,,,,,0
101022,101022,FAIR ST SW@LAWSHE ST SW,0 ATLANTA STUDENT MOVEMENT BLVD SW & LAWSHE ST SW,33.749366,-84.411069,,,,,,0
101024,101024,FAIR ST SW @ JAMES P BRAWLEY DR SW,0 FAIR & JAMES P BRAWLEY,33.749556,-84.412599,,,,,,0
101026,101026,FAIR ST SW@MILTON ST SW,0 FAIR & MILTON,33.749457,-84.414271,,,,,,0
101030,101030,PETERS ST SW @ FAIR ST SW,0 PETERS & FAIR,33.748085,-84.401161,,,,,,0
101036,101036,FAIR ST SW@WALNUT ST SW,0 FAIR & WALNUT,33.74902,-84.406578,,,,,,0
101038,101038,FAIR ST SW@VINE ST SW,0 FAIR & VINE,33.749146,-84.407845,,,,,,0
101040,101040,FAIR ST SW@ELM ST SW,0 FAIR & ELM,33.749191,-84.409325,,,,,,0
101042,101042,FAIR ST SW@JOHN HOPE DR SW,0 FAIR & JOHN HOPE,33.749192,-84.410651,,,,,,0
101044,101044,ATLANTA STUDENT MOVEMENT BLVD @ JAMES P BRAWLEY DR SW,0 FAIR & JAMES P BRAWLEY,33.749168,-84.413086,,,,,,0
101046,101046,ATLANTA STUDENT MOVEMENT BLVD @ MILTON ST SW,0 FAIR & MILTON,33.749146,-84.414597,,,,,,0
101069,101069,MARTIN L KING JR DR @ JOSEPH E LOWERY BLVD,0 MARTIN LUTHER KING JR DR NW & JOSEPH E LOWERY BLVD NW,33.754678,-84.417739,,,,,,0
101092,101092,WHITEHALL ST SW@SPRING ST SW,0 WHITEHALL & SPRING,33.746006,-84.399132,,,,,,0
101096,101096,WHITEHALL ST SW@SPRING ST SW,0 WHITEHALL ST SW & SPRING ST SW,33.745982,-84.398945,,,,,,0
101098,101098,WHITEHALL ST SW@385,,33.7453,-84.400551,,,,,,0
101100,101100,WHITEHALL ST SW@400,,33.74522,-84.400499,,,,,,0
101104,101104,WHITEHALL ST SW@WHITEHALL TERR SW,0 WHITEHALL & WHITEHALL,33.744049,-84.403198,,,,,,0
101108,101108,MCDANIEL ST SW @ FULTON ST SW,0 MCDANIEL ST SW & FULTON ST SW,33.741343,-84.402897,,,,,,0
101110,101110,WHITEHALL ST SW@WHITEHALL TER SW,0 WHITEHALL ST SW & WHITEHALL TER SW,33.744046,-84.402911,,,,,,0
101126,101126,PETERS ST SW @ HAYNES ST SW,0 PETERS & HAYNES,33.748894,-84.399712,,,,,,0
101133,101133,MARTIN L KING JR DR NW @ PASCHAL BLVD SW,0 MARTIN LUTHER KING JR DR NW & PASCHAL BLVD SW,33.754779,-84.414293,,,,,,0
101134,101134,MARTIN L KING JR DR NW @ GRIFFIN ST NW,0 MARTIN LUTHER KING JR DR NW & GRIFFIN ST NW,33.754736,-84.411695,,,,,,0
101135,101135,NORTHSIDE DR @ LARKIN ST,0 NORTHSIDE DR SW & LARKIN ST SW,33.748055,-84.405154,,,,,,0
101139,101139,MARTIN LUTHER J DR @ PASCHAL BLVD SW,0 MARTIN LUTHER KING JR DR NW & PASCHAL BLVD SW,33.754609,-84.414402,,,,,,0
101144,101144,MARTIN LUTHER KING J DR SW@SUNSET A,0 MARTIN LUTHER KING J & SUNSET,33.754506,-84.410251,,,,,,0
101157,101157,NORTHSIDE DR @ MARKHAM ST,0 NORTHSIDE DR SW & MARKHAM ST SW,33.752899,-84.402844,,,,,,0
101160,101160,NORTHSIDE DR SW @ MARKHAM ST SW,0 NORTHSIDE DR SW & MARKHAM ST SW,33.751923,-84.402788,,,,,,0
101162,101162,NORTHSIDE DR SW @ CHAPEL ST SW,0 NORTHSIDE DR SW & CHAPEL ST SW,33.750867,-84.403255,,,,,,0
101165,101165,NORTHSIDE DR SW @ ATLANTA STUDENT MOVEMENT BLVD SW,,33.749335,-84.404286,,,,,,0
101166,101166,NORTHSIDE DR SW @ NELSON ST SW,0 NORTHSIDE DR SW & NELSON ST SW,33.750679,-84.403211,,,,,,0
101168,101168,MARTIN LUTHER KING J@JAMES P BRA,0 MARTIN LUTHER KING JR DR NW & JAMES P BRAWLEY DR SW,33.754673,-84.412825,,,,,,0
101446,101446,MARTIN LUTHER KING J DR@GRIFFIN ST,0 MARTIN LUTHER KING J & GRIFFIN,33.754536,-84.411523,,,,,,0
101448,101448,MARTIN L KING JR DR NW @ SUNSET AVE NW,0 MARTIN LUTHER KING JR DR NW & SUNSET AVE NW,33.754738,-84.409923,,,,,,0
101460,101460,MCDANIEL ST @ WHITEHALL ST,0 MCDANIEL ST SW & WHITEHALL ST SW,33.743499,-84.40391,,,,,,0
101464,101464,MARTIN L KING JR DR NW @ JAMES P BRAWLEY DR NW,0 MARTIN LUTHER KING JR DR NW & JAMES P BRAWLEY DR NW,33.754736,-84.41263,,,,,,0
101466,101466,MARTIN L KING JR DR NW @ JOSEPH E LOWERY BLVD NW,0 MARTIN LUTHER KING JR DR NW & JOSEPH E LOWERY BLVD NW,33.754759,-84.417391,,,,,,0
101468,101468,W END AVE @ LEE ST,0 W END & LEE,33.744607,-84.414342,,,,,,0
102004,102004,MARTIN L KING JR DR @ FORSYTH ST,MARTIN LUTHER KING JR DR SW & FORSYTH ST SW,33.75269,-84.393179,,,,,,0
102005,102005,MEMORIAL DR SE @ FRASER ST SE,0 MEMORIAL DR SE & FRASER ST SE,33.746876,-84.385771,,,,,,0
102006,102006,MEMORIAL DR SE @ MARTIN ST SE,0 MEMORIAL DR SE & MARTIN ST SE,33.746841,-84.383934,,,,,,0
102007,102007,MEMORIAL DR SE @ CONNALLY ST SE,0 MEMORIAL DR SE & CONNALLY ST SE,33.746833,-84.381564,,,,,,0
102009,102009,MEMORIAL DR SE @ HILL ST SE,0 MEMORIAL DR SE & HILL ST SE,33.746799,-84.379129,,,,,,0
102011,102011,HILL ST SE @ WOODWARD AVE SE,0 HILL ST SE & WOODWARD AVE SE,33.745662,-84.379324,,,,,,0
102012,102012,HILL ST@LOGAN ST,0 HILL ST SE & LOGAN ST SE,33.744606,-84.379334,,,,,,0
102022,102022,PEACHTREE ST SW @ MITCHELL ST SW,0 PEACHTREE ST SW & TRINITY AVE SW,33.750864,-84.393047,,,,,,0
102026,102026,PRYOR ST SW@MEMORIAL DR SW,0 PRYOR ST SW & MEMORIAL DR SW,33.747202,-84.39437,,,,,,0
102028,102028,PRYOR ST SW @ GARNETT ST SW,0 PRYOR ST SW & GARNETT ST SW,33.748089,-84.393686,,,,,,0
102030,102030,PRYOR ST SW@TRINITY AVE SW,0 PRYOR & TRINITY,33.74945,-84.392775,,,,,,0
102032,102032,PRYOR ST @ MARTIN L KING JR DR,0 PRYOR & MARTIN LUTHER KING J,33.751593,-84.391066,,,,,,0
102042,102042,DECATUR ST SE @ PEACHTREE CENTER AVE,0 DECATUR ST SE & PEACHTREE CENTER AVE SE,33.753105,-84.38757,,,,,,0
102044,102044,DECATUR ST SE @ COLLINS ST SE,0 DECATUR ST SE & COLLINS ST SE,33.7523,-84.386449,,,,,,0
102046,102046,DECATUR ST @ PIEDMONT AVE,0 DECATUR & PIEDMONT,33.75143,-84.384945,,,,,,0
102051,102051,JESSE HILL JR DR SE @ DECATUR ST SE,0 JESSE HILL JR DR SE & DECATUR ST SE,33.750645,-84.38423,,,,,,0
102052,102052,PRYOR ST SW@ALICE ST SW,0 PRYOR ST SW & ALICE ST SW,33.742933,-84.39454,,,,,,0
102053,102053,PRYOR ST SW@FULTON ST SW,0 PRYOR ST SW & FULTON ST SW,33.74202,-84.39455,,,,,,0
102054,102054,CENTRAL AVE SW@ALICE ST SW,0 CENTRAL AVE SW & ALICE ST SW,33.742566,-84.393344,,,,,,0
102056,102056,CENTRAL AVE SW@PULLIAM ST SW,0 CENTRAL & PULLIAM,33.747414,-84.392334,,,,,,0
102058,102058,CENTRAL AVE SW@TRINITY AVE SW,0 CENTRAL & TRINITY,33.748339,-84.391504,,,,,,0
102060,102060,CENTRAL AVE SW@MITCHELL ST SW,0 CENTRAL & MITCHELL,33.749382,-84.390724,,,,,,0
102062,102062,MARTIN LUTHER KING J DR SW @ PRYOR ST,0 MARTIN LUTHER KING J & PRYOR,33.75141,-84.39075,,,,,,0
102070,102070,BROAD ST SW @ MARTIN L KING J DR,0 BROAD & MARTIN LUTHER KING J,33.751733,-84.39313,,,,,,0
102074,102074,FORSYTH ST SW@TRINITY AVE SW,0 FORSYTH ST SW & TRINITY AVE SW,33.750585,-84.395177,,,,,,0
102078,102078,PETERS ST SW@SPRING ST SW,0 PETERS & SPRING,33.750224,-84.397634,,,,,,0
102108,102108,FORSYTH ST SW@GARNETT ST SW,0 FORSYTH ST SW & GARNETT ST SW,33.749493,-84.396035,,,,,,0
102109,102109,FORSYTH ST SW@BROTHERTON ST SW,0 FORSYTH ST SW & BROTHERTON ST SW,33.748463,-84.396849,,,,,,0
102110,102110,WINDSOR ST SW@EUGENIA ST SW,0 WINDSOR & EUGENIA,33.743068,-84.398382,,,,,,0
102112,102112,WINDSOR ST SW@FULTON ST SW,0 WINDSOR & FULTON,33.74199,-84.39838,,,,,,0
102124,102124,AUBURN AVE NE @ PIEDMONT AVE NE,0 AUBURN AVE NE & PIEDMONT AVE NE,33.755507,-84.382255,,,,,,0
102132,102132,CAPITOL AVE SW @ MEMORIAL DR,0 CAPITOL AVE SE & MEMORIAL DR SW,33.747117,-84.387728,,,,,,0
102148,102148,MITCHELL ST SW @ PRYOR ST SW,0 MITCHELL ST SW & PRYOR ST SW,33.750292,-84.391905,,,,,,0
102150,102150,CAPITOL SQ SW @ CAPITOL PL SW,0 CAPITOL SQ SW & CAPITOL PL SW,33.748217,-84.38812,,,,,,0
102152,102152,MARTIN L KING J DR @ COURTLAND ST,0 MARTIN LUTHER KING JR DR SW & COURTLAND ST SE,33.750043,-84.388393,,,,,,0
102156,102156,MARTIN L KING JR DR @ PEACHTREE ST,0 MARTIN LUTHER KING JR DR SW & PRYOR ST SW,33.751939,-84.39183,,,,,,0
102170,102170,DECATUR ST SE @ PIEDMONT AVE SE,0 DECATUR ST SE & COLLINS ST SE,33.75154,-84.385666,,,,,,0
102172,102172,DECATUR ST SE @ BELL ST SE,0 DECATUR ST SE & BELL ST SE,33.749797,-84.380316,,,,,,0
102173,102173,DECATUR ST SE @ JESSE HILL JR DR SE,,33.7506,-84.384285,,,,,,0
102174,102174,DECATUR ST SE @ PRATT ST SE,0 DECATUR ST SE & PRATT ST SE,33.749894,-84.382914,,,,,,0
102178,102178,EDGEWOOD AVE SE @ COURTLAND ST SE,0 EDGEWOOD AVE SE & COURTLAND ST SE,33.754539,-84.38419,,,,,,0
102180,102180,EDGEWOOD AVE @ PEACHTREE CENTER AVE,0 EDGEWOOD & PEACHTREE CENTER,33.754513,-84.386169,,,,,,0
102210,102210,TRINITY AVE SW @ FORSYTH ST SW,0 TRINITY & FORSYTH,33.75044,-84.396073,,,,,,0
102214,102214,FORSYTH ST SW@TRINITY AVE SW,0 FORSYTH & TRINITY,33.750278,-84.395294,,,,,,0
